,title,phone,website,location/lat,location/lng,type
678,Presbyterian Family Medicine in Albuquerque on Wyoming Blvd,(505) 462-6600,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_wyoming_pcpfammed__056,35.1427741,-106.5509166,Medical Facilities
679,Presbyterian Endocrinology in Albuquerque at Kaseman Hospital,(505) 559-6400,https://www.phs.org/doctors-services/services-centers/specialties/endocrinology/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_pkh_endocrine__042,35.093401,-106.5547642,Medical Facilities
680,"Dr Fouad Reda, MD | Sleep Medicine | Presbyterian Sleep Medicine",(505) 291-2700,https://www.phs.org/doctors-services/services-centers/sleep-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_sleep_reda_1487775433,35.0932565,-106.5531804,Medical Facilities
681,LabEx Testing Center,(505) 230-5433,,35.1866479,-106.5859846,Medical Facilities
682,NuMale,(505) 715-4547,https://www.numalemedical.com/our-locations/albuquerque-nm-numale-medical-clinic/,35.1718003,-106.5588562,Medical Facilities
683,Vibrancy VIP Medclinic - Dr. Kristina Hammer,(505) 309-3496,https://vibrancymedclinic.com/,35.1850801,-106.5924091,Medical Facilities
684,New Mexico Urgent Care - Juan Tabo,(505) 508-4068,https://newmexicourgentcare.com/,35.1229324,-106.5165252,Medical Facilities
685,"Liz Kirk, FNP-C",(505) 727-0600,https://lovelace.com/doctors/liz-kirk-fnp-c,35.1576435,-106.5948595,Medical Facilities
686,Optum Primary Care,(505) 237-8800,https://nm.optum.com/Clinic/24,35.1069106,-106.5158787,Medical Facilities
687,Presbyterian Disease Management Therapy in Albuquerque at Presbyterian Healthplex,(505) 823-8300,https://www.phs.org/doctors-services/services-centers/supporting-services/rehabilitation-services/disease-management/Pages/healthplex.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_healthplex_rehab_diseasemgmt__278,35.1582251,-106.5798959,Medical Facilities
688,GoPrivateMD,(505) 235-2350,http://goprivatemd.com/,35.1762016,-106.5684432,Medical Facilities
689,Presbyterian Community Health Resource Center on Wyoming Blvd NE,(505) 559-6852,https://www.phs.org/community/committed-to-community-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_wyoming1301_communityhealth,35.0930023,-106.5510875,Medical Facilities
690,Presbyterian Family Medicine in Albuquerque on Montgomery Blvd,(505) 462-6400,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_montgomery_pcpfammed__052,35.1302418,-106.5453422,Medical Facilities
691,Albuquerque_Northeast Heights Public Health,(505) 332-4850,https://www.nmhealth.org/location/public/#Bernalillo,35.1275229,-106.5533925,Medical Facilities
692,Adult Health Care,(505) 244-0640,,35.1415937,-106.5518664,Medical Facilities
693,Optum Primary Care,(505) 262-9200,https://abqhp.com/Clinic/25,35.1026548,-106.5158753,Medical Facilities
694,High Desert Pediatrics,(505) 255-1866,http://www.highdesertpediatrics.com/,35.1840068,-106.5472864,Medical Facilities
695,"Lynn Padilla, FNP-C",(505) 727-0600,https://lovelace.com/doctors/lynn-padilla-fnp-c,35.1577762,-106.5948568,Medical Facilities
696,Northview Family Physicians,(505) 554-2409,http://www.northviewfamilyphysicians.com/,35.1766065,-106.5674018,Medical Facilities
697,David Johnson,(505) 262-2481,,35.0725906,-106.5834062,Medical Facilities
698,"Health Services, LLC",(505) 200-0667,,35.0890895,-106.5575207,Medical Facilities
699,Presbyterian Internal Medicine in Albuquerque at Kaseman Hospital,(505) 291-2200,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_pkh_pcpintmed__087,35.0941208,-106.553745,Medical Facilities
700,"Leyna R. Inberg, NP",(505) 208-6984,,35.0731582,-106.5839817,Medical Facilities
701,Adler Family Practice,(505) 883-8099,http://www.adlerfamilypractice.com/,35.1324894,-106.5982696,Medical Facilities
702,Optum Primary Care,(505) 275-4288,https://nm.optum.com/Clinic/26,35.1310989,-106.5415828,Medical Facilities
703,Thrive Family Wellness Center LLC,(505) 463-1140,,35.1284386,-106.5345847,Medical Facilities
704,Alamo Womens Clinic of Albuquerque,(800) 821-7237,http://alamowomensclinic.com/,35.1317838,-106.5272429,Medical Facilities
705,Rainbow Chinese Medicine,(505) 293-6888,http://www.drhongluacupuncture.com/,35.1302915,-106.5396713,Medical Facilities
706,Academy Orthopaedic Clinic,(505) 821-6663,http://www.academyortho.com/,35.140164,-106.551906,Medical Facilities
707,Foot Care,(505) 881-9764,,35.1297961,-106.560587,Medical Facilities
708,Enhanced Wellness of New Mexico,(505) 323-8100,https://www.enhancedwellnessnm.com/,35.1377793,-106.5315442,Medical Facilities
709,ABQ Podiatry,(505) 299-4487,http://www.abqpodiatry.com/,35.1087935,-106.5581999,Medical Facilities
710,Natural Balance Pain and Wellness Center,(505) 219-3150,,35.1404349,-106.5523719,Medical Facilities
711,"Las Palmas Del Sol Bariatric Clinic Albuquerque, NM",(855) 734-2468,https://loseweightelpaso.com/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,35.1302461,-106.5612359,Medical Facilities
712,"Sirpa Autio, MD - Bright Heart Health",(505) 501-7113,,35.1663099,-106.586669,Medical Facilities
713,Desert Mountain Wellness Center,(505) 323-8100,,35.1635887,-106.5161292,Medical Facilities
714,Coram CVS/specialty Infusion Services,(505) 798-3500,https://www.coramhc.com/?WT.mc_id=LS_GOOGLE_48126,35.1639601,-106.5976904,Medical Facilities
715,New Mexico Back Institute,(505) 899-6624,,35.1755082,-106.5605708,Medical Facilities
716,Full Circle Wellness Center,(505) 306-4403,https://www.fullcircleabq.com/,35.1776611,-106.5801572,Medical Facilities
717,Albuquerque Vein & Laser Institute,(505) 551-3171,https://www.albuquerquevein.com/?utm_source=GMB&utm_medium=organic&utm_campaign=GMB%20Homepage,35.1639633,-106.5892996,Medical Facilities
718,Dr. David Durham,(505) 858-1222,,35.1759286,-106.5683051,Medical Facilities
719,Optum Ophthalmology,(505) 262-3937,http://www.davitamedicalgroup.com/nm,35.169852,-106.5857788,Medical Facilities
720,Presbyterian Cardiology in Albuquerque on Carmel,(505) 563-2500,https://www.phs.org/doctors-services/services-centers/heart-health/cardiology/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_carmel_cardiology__230,35.1768654,-106.5574403,Medical Facilities
721,Physician Surgery Center of Albuquerque,(505) 639-4640,https://pscabq.com/,35.1752815,-106.5339813,Medical Facilities
722,Dr. Glenn Wilcox - Wise Medicine,(505) 771-4998,https://www.drglennwilcox.com/,35.1427969,-106.5524257,Medical Facilities
723,Radius Anesthesia of New Mexico,(505) 910-4300,https://radiusnm.com/,35.1738159,-106.5914762,Medical Facilities
724,Pediatric Health Services,(505) 294-5065,https://m.phspc.net/,35.1267098,-106.5340369,Medical Facilities
725,BreatheASAP Center & Precision Healthcare Services,(505) 883-2574,https://www.breatheamerica.com/locations/newmexico/,35.1737474,-106.5896513,Medical Facilities
726,Dr. Nicholas Lam,(505) 821-9630,http://www.alluraderm.com/about-us/dr-lam,35.175001,-106.5349429,Medical Facilities
727,"Dr. Cheri Blacksten, MD",(505) 554-2409,http://northviewfamilyphysicians.com/,35.1766128,-106.5674057,Medical Facilities
728,Optum Orthopedics,(505) 342-8400,https://nm.optum.com/Clinic/38,35.1697396,-106.5859385,Medical Facilities
729,"Mountain Path Acupuncture and Chinese Medicine, LLC",(505) 503-6369,http://www.mountainpathacupuncture.com/,35.1698757,-106.5839257,Medical Facilities
730,Journal Center-Optum-Drive Thru Testing,(505) 232-1010,,35.1698629,-106.5861402,Medical Facilities
731,"Dr Katrina Grant, MD | Presbyterian Family Medicine | Primary Care",(505) 462-6600,https://www.phs.org/doctors-services/services-centers/primary-care/family-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpfammed_grant_1912142829,35.1427813,-106.5509252,Medical Facilities
732,El Pueblo Health Services,(505) 715-5751,https://elpueblohealth.org/,35.1590867,-106.5760855,Medical Facilities
733,Rosa Galvez,(505) 727-4000,https://lovelacemedicalgroup.com/doctors/rosa-galvez-md-mba,35.1752767,-106.5349033,Medical Facilities
734,Southwest Cares,(505) 982-3113,,35.1738478,-106.5895412,Medical Facilities
735,Total Balance Healthcare,(505) 273-9453,https://www.tbh-llc.com/,35.1816719,-106.5982321,Medical Facilities
736,121 Medical Inc,(505) 934-1928,,35.1784934,-106.543263,Medical Facilities
737,NextCare Urgent Care,(505) 800-7050,https://nextcare.com/locations/nm/paseo-del-norte/?utm_source=GoogleMaps&utm_medium=Local&utm_campaign=paseo_del_norte,35.1751,-106.533935,Medical Facilities
738,Planned Parenthood - Northeast Heights,(505) 294-1577,https://www.plannedparenthood.org/health-center/new-mexico/albuquerque/87112/northeast-heights-2803-90210?utm_campaign=northeast-heights-health-center&utm_medium=organic&utm_source=local-listing,35.1168993,-106.530903,Medical Facilities
739,New Mexico Center for Integrative Medicine,(505) 600-1181,,35.141707,-106.5168239,Medical Facilities
740,JRV Medical Group,(505) 884-3344,https://jrvmesandveincenter.com/,35.127464,-106.532891,Medical Facilities
741,Southwest Center For Integrative Medicine,(505) 298-4325,,35.0897253,-106.532159,Medical Facilities
742,"Dr. James M. Wilterding, MD",(505) 272-5885,,35.0736127,-106.5556059,Medical Facilities
743,SJM Premier Medical Group USA,(505) 974-4076,http://www.pmgusanewmexico.com/,35.0893317,-106.5589272,Medical Facilities
744,Hypnosis with Victor,(505) 804-6552,,35.087422,-106.5279676,Medical Facilities
745,Jasen Christensen,(505) 272-5885,,35.0736082,-106.5555946,Medical Facilities
746,Tramway Center-Optum-Drive Thru Testing,(505) 232-1010,,35.075319,-106.4963143,Medical Facilities
747,Amanda J Williams Skin Services,(505) 977-2567,,35.067143,-106.521264,Medical Facilities
748,Pamela W Harris Inc,(505) 830-0961,,35.080651,-106.5622719,Medical Facilities
749,Brian Isakson,(505) 272-5885,https://vivo.health.unm.edu/display/n11878,35.0736082,-106.5555946,Medical Facilities
750,Natural To the Skin,(505) 908-9530,,35.0766704,-106.489634,Medical Facilities
751,Functional Medicine Center of Albuquerque,(505) 888-6138,http://www.docredd.com/,35.0874394,-106.5277492,Medical Facilities
752,Rohini Krishna,(505) 237-8700,,35.075319,-106.4963143,Medical Facilities
753,Al-Raie Mohammad I,(505) 268-5885,,35.0735242,-106.5555527,Medical Facilities
754,Mccloud Medical Center,,,35.073962,-106.5560002,Medical Facilities
755,Jerica Johnson,(505) 272-5885,,35.0736082,-106.5555946,Medical Facilities
756,"Dr Hasan Khan, DO | Presbyterian Family Medicine | Primary Care",(505) 462-6400,https://www.phs.org/doctors-services/services-centers/primary-care/family-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpfammed_khan_1215270152,35.1302418,-106.5453422,Medical Facilities
757,Lovelace Healthcare Center: Lawson Lydia MD,(505) 237-8800,,35.1068962,-106.5160383,Medical Facilities
758,Sandia Health Institute,(505) 881-1585,,35.1274639,-106.5328907,Medical Facilities
759,Reade Medical Solutions,(505) 369-1294,,35.1244571,-106.5506695,Medical Facilities
760,Turquoise Trail Primary Care,(505) 702-1117,,35.1267054,-106.5339196,Medical Facilities
761,Montgomery Healthcare Center,(505) 275-4288,http://www.abqhp.com/,35.1311228,-106.5416163,Medical Facilities
762,Compassus Home Health,(505) 391-5815,https://compassus.com/home-health-albuquerque/?utm_source=google?utm_medium=gbp,35.169632,-106.5881946,Medical Facilities
763,Ladera Center,(505) 836-0023,http://www.genesishcc.com/Ladera,35.1130675,-106.7060682,Medical Facilities
764,"Althea Health Resources, LLC",(505) 404-8094,,35.1428278,-106.5523914,Medical Facilities
765,Nevaeh Hospice,(505) 293-5858,http://nevaehhospice.com/,35.1762016,-106.5684432,Medical Facilities
766,Life Integrative Medicine and General Practice,(505) 600-1181,,35.0824099,-106.6764794,Medical Facilities
767,Klarus Home Care,(505) 717-1624,http://www.klarushomecare.com/,35.1466683,-106.5666698,Medical Facilities
768,Seniorcare Llc,(505) 898-9320,,35.2065553,-106.6939803,Medical Facilities
769,InnovAge New Mexico PACE - Albuquerque,(505) 916-1932,https://www.innovage.com/locations/nm-albuquerque?utm_source=google%20my%20business&utm_medium=organic&utm_campaign=abqnm,35.0885702,-106.6343885,Medical Facilities
770,Jade Acupuncture,(505) 977-8749,,35.1415995,-106.5168464,Medical Facilities
771,Care Givers of Alb,(505) 881-3764,,35.1188961,-106.5636353,Medical Facilities
772,Sandia Psychiatry,(505) 298-1010,https://www.sandiapsychiatry.com/,35.1259178,-106.5153676,Medical Facilities
773,New Mexico Migraine Clinic,(505) 926-1767,,35.131874,-106.673472,Medical Facilities
774,NM Pelvic Health Physical Therapy,(505) 369-6656,http://www.nmpelvichealthpt.com/,35.1317838,-106.5272429,Medical Facilities
775,FIT Medical Weight Loss - Albuquerque,(505) 888-9575,https://www.fitmedicalweightloss.com/locations/albuquerquenewmexico.aspx,35.1265443,-106.5159224,Medical Facilities
776,Insights Counseling,(505) 379-3845,,35.0911085,-106.518931,Medical Facilities
777,Janice K Griffin PhD LLC,(505) 554-1882,,35.11507,-106.5161287,Medical Facilities
778,"Advanced Diabetes Care, LLC",(505) 881-4648,http://adc4u.com/,35.1317488,-106.5162105,Medical Facilities
779,Chaco Acupuncture,(505) 898-2917,,35.1083271,-106.5076524,Medical Facilities
780,"Dr. Steven Bennett, DOM",(505) 363-1428,http://www.modernmedicineabq.com/,35.1259237,-106.5151499,Medical Facilities
781,"Celinda Levy, PHD",(505) 220-6514,,35.1304045,-106.5170994,Medical Facilities
782,"Dr Lee Medina, DOM, CFMP",(505) 218-5500,http://drleemedina.com/,35.1311812,-106.5209528,Medical Facilities
783,Tian Taru Acupuncture & Health,(505) 363-1032,,35.1473299,-106.522815,Medical Facilities
784,Autism Behavior Services,(855) 581-0100,http://www.autismbehaviorservices.com/,35.1417045,-106.5168601,Medical Facilities
785,Body Desired,(505) 688-4913,,35.1317503,-106.5162344,Medical Facilities
786,Parvaneh Bakhtiar,(575) 525-8484,,35.1310806,-106.5101206,Medical Facilities
787,Albuquerque Acupuncture & Integrative Medicine,(505) 355-1984,http://aaim-abq.com/,35.1537176,-106.5236986,Medical Facilities
788,"In Sync Health, LLC",(505) 463-4143,https://www.insynchealthllc.com/,35.1425134,-106.5169713,Medical Facilities
789,Insight Mental Health LLC,(505) 342-0400,,35.1431495,-106.5033161,Medical Facilities
790,Natalie A Jaramillo Therapy,(505) 450-5475,,35.1522207,-106.519624,Medical Facilities
791,"Acupuncture Herbs Pain Clinic, Sangsoon Chang, DOM",(505) 255-0878,http://abqacuclinic.com/,35.112889,-106.516041,Medical Facilities
792,Kathie Brillhart Counselor,(505) 291-0065,,35.0833341,-106.493207,Medical Facilities
793,Jean Flannigan Nurse,(505) 266-3981,,35.0859616,-106.5039785,Medical Facilities
794,NestBeyond of Uptown Albuquerque,(866) 622-4206,https://nestbeyond.com/locations/new-mexico/albuquerque/uptown-albuquerque,35.1005361,-106.5710479,Medical Facilities
795,"Laura Shelhav, DOM, Dipl.OM dba Albuquerque Acupuncture Center",(505) 604-4372,,35.1416845,-106.5168539,Medical Facilities
796,Croteau Michelle R,(505) 259-4291,http://www.healthysexabq.com/,35.150884,-106.4866569,Medical Facilities
797,Ardent Home Health of New Mexico,(505) 717-1324,http://www.ardenthhnm.com/,35.1244418,-106.5506589,Medical Facilities
798,Ellen Soisson,(505) 250-2312,,35.1425073,-106.5169269,Medical Facilities
799,Foot & Ankle Specialists of New Mexico,(505) 289-2131,https://www.footanklenm.com/?utm_source=gmb_auth,35.1392982,-106.5166566,Medical Facilities
800,Always Best Care Albuquerque,(505) 898-6262,https://www.alwaysbestcare.com/nm/albuquerque/,35.2015796,-106.6464188,Medical Facilities
801,Haven Care Assisted Living-Cottonwood,(505) 275-2275,http://www.havencarenm.com/,35.1404351,-106.5563655,Medical Facilities
802,Zia Home Care,,,35.1359134,-106.590309,Medical Facilities
803,Aid Home Health Care Services LLC,(505) 883-0900,,35.1120067,-106.577793,Medical Facilities
804,Visiting Angels,(505) 821-7500,https://www.visitingangels.com/albuquerque/home/?utm_source=gmb&utm_medium=organic&utm_campaign=local,35.1171445,-106.6071937,Medical Facilities
805,St. Anthony's Home Health Care,(505) 888-9618,,35.1081799,-106.5479938,Medical Facilities
806,Bellamah House & Inez Place,(505) 294-5344,,35.0945377,-106.5179101,Medical Facilities
807,Wellesley Care Home,(505) 889-8007,,35.1189092,-106.6072576,Medical Facilities
808,Spanish Trails Rehabilitation Suites,(505) 600-4800,http://www.spanishtrailsrehabilitation.com/?utm_source=GMB&utm_medium=Yext&y_source=1_NDc5MzU0ODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,35.1367375,-106.6070729,Medical Facilities
809,Grace Adult Care Homes Inc,(505) 363-8499,http://graceadultcarehomes.com/,35.1345331,-106.5670701,Medical Facilities
810,Sandia View Assisted Living,(505) 681-3716,http://sandiaviewassistedliving.org/,35.1439519,-106.5000915,Medical Facilities
811,Palmilla Senior Living,(505) 867-5022,https://spectrumretirement.com/palmilla-senior-living-nm-Albuquerque/?utm_source=google&utm_medium=organic&utm_campaign=local-listings&utm_content=Palmilla,35.2043313,-106.679286,Medical Facilities
812,Little Rose's Home Care of the SW,(505) 836-4623,http://www.littleroseshome.org/,35.093642,-106.6951006,Medical Facilities
813,Renard Viviane,(505) 280-8327,http://www.dr-renard.com/,35.1085502,-106.5190958,Medical Facilities
814,Ms. Kristina Sowar,(505) 266-6121,,35.0960227,-106.4965131,Medical Facilities
815,"Noelle Baroody, DOM",(505) 363-1428,http://www.modernwellnessabq.com/,35.1259237,-106.5151499,Medical Facilities
816,SuZen's Elemental Medicine,(505) 710-5950,,35.1193914,-106.515085,Medical Facilities
817,Clinica Dental Hispana,(505) 398-8960,,35.0925845,-106.5147002,Medical Facilities
818,The 5th Element Medical Practice,(505) 839-6825,https://www.the5thelementmedicalpractice.com/,35.1230852,-106.5166838,Medical Facilities
819,Solutions Treatment Center,(877) 499-1354,http://www.treatmentsolutions.org/,35.1360686,-106.5001875,Medical Facilities
820,"Julie A. Mckinley, MA",(505) 275-6462,,35.1258979,-106.5154064,Medical Facilities
821,Elemental Health And Wellness Center,(505) 503-6800,https://www.elementalhealthandwellness.com/,35.1318359,-106.5161687,Medical Facilities
822,Duyen Vo,(505) 823-1600,https://www.cogtherapy.com/DuyenBio.html,35.1637339,-106.4950753,Medical Facilities
823,Matthew Sewell,,,35.1637339,-106.4950753,Medical Facilities
824,Balanced Health Acupuncture,(505) 288-2202,,35.1415995,-106.5168464,Medical Facilities
825,Danto Psychiatric Services LLC,(505) 437-8530,,35.1425134,-106.5169713,Medical Facilities
826,Skylar Distribution,(505) 294-8040,,35.0999518,-106.5200394,Medical Facilities
827,"Eating Disorders Treatment Center, LLC",(505) 266-6121,https://eatingdisordersabq.com/,35.0960227,-106.4965131,Medical Facilities
828,Wise Mind Counseling,(505) 317-3792,https://www.wisemindnm.com/,35.1099137,-106.5149418,Medical Facilities
829,Meadows Senior Care,(505) 822-8937,,35.1486312,-106.5452242,Medical Facilities
830,Home Instead,(505) 884-0353,https://www.homeinstead.com/location/144?utm_source=google&utm_medium=organic&utm_campaign=gmb,35.1512947,-106.6177139,Medical Facilities
831,A Love For Life,(505) 350-2563,http://aloveforlifellc.com/,35.1457682,-106.5610181,Medical Facilities
832,Odelia Healthcare,(505) 243-2257,http://odeliahealthcare.com/,35.1000694,-106.630437,Medical Facilities
833,Night N Gail Home Care Services,(505) 974-1988,,35.1083608,-106.5588613,Medical Facilities
834,St Catherine Healthcare LLC,(505) 292-3333,,35.1398539,-106.5176423,Medical Facilities
835,Amada Senior Care,(505) 521-2100,,35.116827,-106.569254,Medical Facilities
836,Haven Care,(505) 275-2275,http://www.havencarenm.com/,35.1232403,-106.6060038,Medical Facilities
837,Casa Angelina assisted living,(505) 720-4966,,35.1943981,-106.6704363,Medical Facilities
838,At Home Healthcare,(505) 880-0400,https://lhcgroup.com/locations/at-home-healthcare-albuquerque/,35.1457681,-106.5580636,Medical Facilities
839,"Golden Years, LLC",,,35.120368,-106.510955,Medical Facilities
840,Princeton Place,(505) 255-1717,,35.0840213,-106.5681908,Medical Facilities
841,Life Spire Assisted Living Albuquerque,(505) 831-6250,http://www.lifespireassistedliving.com/,35.1813487,-106.6722231,Medical Facilities
842,CareMore Chiropractic Centers - NE Heights,(505) 296-0296,https://albuquerquechiropractor4u.com/juan-tabo-87112/,35.1024995,-106.5148153,Medical Facilities
843,Sore No More NM,(505) 294-8040,,35.0999518,-106.5200394,Medical Facilities
844,Dr. Renard's Acupuncture & Wellness Clinic,,https://dr-renard.com/,35.1084121,-106.5193707,Medical Facilities
845,Dr. Terry Hansen,(505) 724-4300,https://www.modernpainspine.com/provider/terry-hansen-md,35.09774,-106.5148784,Medical Facilities
846,Juan Tabo Foot Health Center,(505) 293-6290,,35.103578,-106.515998,Medical Facilities
847,Townsend Robert W,(505) 275-4971,,35.092931,-106.503507,Medical Facilities
848,N E Laser Center,(505) 298-6611,,35.0913106,-106.5145363,Medical Facilities
849,Modern Wellness,(505) 363-1428,http://modernmedicineabq.com/,35.1259243,-106.5151377,Medical Facilities
850,Wechter-Friedm Debra,(505) 271-7707,,35.1573642,-106.4929452,Medical Facilities
851,Visiting Angels,(505) 821-7500,http://www.visitingangels.com/albuquerque/home/?utm_source=gmb&utm_medium=organic&utm_campaign=local,35.0981226,-106.5822759,Medical Facilities
852,BeeHive Homes of Four Hills,(505) 591-7024,https://beehivehomes.com/locations/four-hills/,35.065301,-106.4963412,Medical Facilities
853,Genesis Healthcare Uptown,(505) 296-5565,http://www.genesishcc.com/uptown,35.0939668,-106.5575595,Medical Facilities
854,BeeHive Homes of Albuquerque West,(505) 234-1200,https://beehivehomes.com/locations/albuquerque-west/,35.1531968,-106.7120255,Medical Facilities
855,A Love For Life,(505) 884-3912,http://aloveforlifellc.com/contact-us/,35.1314418,-106.5677201,Medical Facilities
856,Good Samaritan Society - Manzano del Sol Village,(505) 262-2311,http://www.good-sam.com/locations/manzano-del-sol-village?yxt_info=gss-location-GSS-5630&y_source=1_MTQyNTAyMDAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,35.0860018,-106.58742,Medical Facilities
857,Enhabit Home Health,(505) 563-4005,https://www.ehab.com/?utm_source=gmb&utm_medium=yext,35.1856583,-106.5925917,Medical Facilities
858,Aspen Care,(505) 889-3040,,35.1195171,-106.5717428,Medical Facilities
859,West Ridge Village,(505) 884-3830,,35.1185536,-106.6966545,Medical Facilities
860,Crosby Hall LLC,(505) 507-8782,http://www.crosbyhallinc.com/,35.1067554,-106.5989621,Medical Facilities
861,For Your Care In-Home Care,(505) 798-0978,https://foryourcare.com/,35.1086601,-106.5412133,Medical Facilities
862,"Presbyterian: Dr Gurpreet Aujla, MD",(505) 559-1122,https://www.phs.org/doctors-services/services-centers/healthcare-at-home/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_hah_aujla_1609309681,35.0927853,-106.5555665,Medical Facilities
863,Interim HealthCare of Albuquerque NM,(505) 910-4725,https://www.interimhealthcare.com/AlbuquerqueNM?utm_source=GMB&amp;utm_medium=Local&amp;utm_content=DirectoryLink&amp;utm_campaign=AlbuquerqueNM,35.0948829,-106.5873606,Medical Facilities
864,Rose's Caring Home,(505) 243-6036,,35.0630623,-106.6413612,Medical Facilities
865,Garland House Ltd,(505) 836-0782,http://thegarlandhome.net/,35.1030581,-106.7222989,Medical Facilities
866,St Joseph Home Health,(505) 727-4663,,35.0848894,-106.6468148,Medical Facilities
867,Consultran,(505) 294-8060,,35.1081677,-106.5007029,Medical Facilities
868,Mariposa Senior Care,(505) 234-1744,,35.156492,-106.6027087,Medical Facilities
869,Meridian Health Alternative,(505) 990-9757,,35.1124645,-106.5160934,Medical Facilities
870,Academy Medical,(505) 323-8100,,35.1481584,-106.5482403,Medical Facilities
871,Yasgur Elyse,(505) 321-4121,,35.1083251,-106.5076266,Medical Facilities
872,Alma Home Healthcare Services,(505) 261-2868,,35.0525725,-106.7259814,Medical Facilities
873,Tender Heart Assisted Living,(505) 884-1341,http://www.apalinc.com/,35.1297153,-106.606492,Medical Facilities
874,Sandia Ridge Center,(505) 296-4808,http://www.genesishcc.com/sandiaridge,35.108088,-106.5466916,Medical Facilities
875,The Woodmark at Uptown,(505) 814-0021,https://www.seniorlifestyle.com/property/new-mexico/the-woodmark-at-uptown/?utm_source=GMB&utm_medium=organic&utm_campaign=337&utm_content=woodmark-uptown,35.1051836,-106.5649667,Medical Facilities
876,Touched By A White Dove,(505) 232-0882,,35.093201,-106.580077,Medical Facilities
877,Alliance Home Healthcare & Hospice Llc.,,,35.1512414,-106.593453,Medical Facilities
878,New Mexico Association For Home and Hospice Care,(505) 565-5777,http://www.nmahc.org/,35.0880954,-106.6528481,Medical Facilities
879,Casa Del Norte,(505) 884-3830,,35.1177395,-106.5216672,Medical Facilities
880,American San Pablo,(505) 730-7656,http://www.americansanpablo.com/,35.094352,-106.563632,Medical Facilities
881,Q Hospice,(505) 636-0888,https://qhospice.com/,35.1463988,-106.5571378,Medical Facilities
882,Inteli-Care LLC,(505) 898-9745,http://www.inteli-care.com/,35.1094849,-106.7296078,Medical Facilities
883,Haven Care -6 Albuquerque Locations,(505) 275-2275,http://www.havencarenm.com/,35.1232403,-106.6060038,Medical Facilities
884,Uptown Rehabilitation Center,(505) 296-5565,http://www.genesishcc.com/uptown,35.0938107,-106.5577552,Medical Facilities
885,Retreat At Home,(505) 938-4652,http://retreathomecare.com/,35.1577117,-106.6021831,Medical Facilities
886,Advanced Health Care of Albuquerque,(505) 967-4200,http://www.ahcfacilities.com/,35.1118399,-106.6112557,Medical Facilities
887,Brookdale Tramway Ridge,(505) 271-9600,https://www.brookdale.com/en/communities/brookdale-tramway-ridge.html?cid=yext,35.1372869,-106.4988135,Medical Facilities
888,Homes with a Heart Assisted Living - Solano House,,,35.096229,-106.60209,Medical Facilities
889,Canyon Transitional Rehabilitation Center,(505) 298-1231,http://www.genesishcc.com/canyon,35.1327655,-106.5284445,Medical Facilities
890,Bear Canyon Rehabilitation Center,(505) 292-3333,http://www.genesishcc.com/bearcanyon,35.1398024,-106.5176806,Medical Facilities
891,Armada Home Health Care,(505) 821-1200,http://armadanm.com/,35.1826508,-106.5832252,Medical Facilities
892,Haven Care,(505) 275-2275,https://www.havencarenm.com/,35.2083088,-106.6858961,Medical Facilities
893,Singing Arrow Manor,(505) 450-5336,,35.062132,-106.5029199,Medical Facilities
894,Brookdale Valencia,(505) 260-8100,https://www.brookdale.com/en/communities/brookdale-valencia.html?cid=yext,35.0748607,-106.5800646,Medical Facilities
895,The Rehabilitation Center of Albuquerque,(505) 822-6000,http://www.genesishcc.com/rehabcenteralbuquerque,35.1558075,-106.58454,Medical Facilities
896,"Dr Nancy Guinn, MD | Internal Medicine | Presbyterian Primary Care",(505) 559-6058,https://www.phs.org/doctors-services/services-centers/primary-care/internal-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpintmed_guinn_1740299379,35.0932565,-106.5531804,Medical Facilities
897,Albuquerque Heights Healthcare and Rehabilitation Center,(505) 348-8300,http://www.genesishcc.com/albuquerqueheights,35.1330582,-106.5902356,Medical Facilities
