title,phone,website,categoryName
Infectious Diseases & Internal Medicine PC,(505) 848-3730,https://www.idimanewmexico.com/,Medical clinic
Presbyterian Anticoagulation Services in Albuquerque on Pan American Fwy,(505) 823-8282,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_panam_anticoag,Medical clinic
Comprehensive Integrated Care - Albuquerque,(505) 932-7112,http://newmexicocic.com/?utm_source=googlemybusiness&utm_medium=gmboffer&utm_term=description&utm_content=albuquerque&utm_campaign=ciclocalsearch,Medical group
Ortega Wellness,(505) 340-0406,https://ortegawellness.com/,Medical clinic
New Mexico Coalition for Healthcare Quality,(505) 998-9735,,Medical clinic
Presbyterian Urgent Care in Albuquerque on Harper Dr,(505) 823-8888,https://www.phs.org/doctors-services/services-centers/urgent-care/urgent-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_harper_uc__180,Urgent care center
Optum Hand Clinic,(505) 262-7375,http://davitamedgroupnm.com/,Medical group
Presbyterian Occupational Medcn,(505) 823-8450,,Medical clinic
Lynx Healthcare,(505) 933-7799,http://lynx.healthcare/,Pain control clinic
Romero Family Medicine LLC,(505) 881-1229,http://romerofamilymedicine.com/,Medical clinic
Optum Primary Care,(505) 262-3212,https://abqhp.com/Clinic/6,Medical clinic
Orthopaedic Specialties Clinic,(505) 272-1623,,Orthopedic clinic
"Dr. Valerie Carrejo, MD",(505) 272-1734,http://unmmg.org/findadoc/details.cfm?DocKey=1639218647,Family practice physician
Unm Department of Surgery,(505) 272-6487,http://surgery.unm.edu/,Medical clinic
Women's Pregnancy Options,(505) 620-3894,https://www.pregnantabq.com/,Pregnancy care center
Modern Vascular,(505) 278-9160,https://modernvascular.com/clinics/albuquerque/,Medical clinic
UNM Neurology Center,(505) 272-3160,http://hospitals.unm.edu/neurology/index.html,Medical clinic
Sleep Therapy Solutions,,,Medical clinic
Driggers Suzette,(505) 884-3180,,Acupuncture clinic
"Robert W Townsend, PhD, LPCC",(505) 275-4971,https://www.facebook.com/ProfessionalCounselingSocialWork/,Mental health clinic
UNM Women's and Children's Health Center,(505) 272-2245,https://hsc.unm.edu/health/patient-care/womens-health/locations.html,Medical clinic
New Mexico Pain Associates,(505) 633-4141,https://www.nmpainassociates.com/,Pain control clinic
Hope Krasner,(505) 363-0250,,Psychologist
Advanced Allergy Associates of New Mexico Inc.,(505) 237-2574,http://www.allergynm.com/,Medical clinic
Sunset Detox,(575) 366-2953,http://sunriselanguageschool.com/,Mental health service
Simply Salud,(505) 266-0888,http://www.simplementesalud.com/,Medical office
"Umoja Behavioral Health, P.C.",(505) 633-8173,http://umojawellness.com/,Mental health clinic
quest laboratory,(505) 225-7365,,Medical clinic
"Dr. Andru Ziwasimon Zeller, MD",(505) 266-0888,http://www.simplysalud.com/,Family practice physician
PRP Injections Clinic,,https://albuquerque.prpinject.com/,Medical clinic
"Quantum Behavioral Health, LLC",(505) 373-1191,http://www.quantumbh.com/,Mental health clinic
Albuquerque Nephrology Associates,(505) 600-2511,http://abqneph.com/,Medical clinic
Innova Vein & Vascular,(505) 924-5840,http://www.innovavein.com/,Medical clinic
osteoporosis foundation of new mexico,(505) 857-3956,http://www.ofnm.org/contact,Medical clinic
Saint Christopher Incorporated,(505) 821-1146,,Doctor
Desert Health Acupuncture and Massage,,,Acupuncturist
Weight Management Clinic LLC,(505) 889-4587,http://www.romeroweightmanagement.com/,Weight loss service
Nob Hill Community Acupuncture,(505) 232-2870,http://www.nobhillca.com/,Acupuncture clinic
"Virginia A. Waldorf, PHD",(505) 265-1711,http://www.albuquerque.va.gov/,Medical clinic
East West Acupuncture Clinic,(505) 265-6206,http://www.eastwest-acupuncture.com/,Acupuncture clinic
Presbyterian Internal Medicine in Albuquerque on San Mateo Blvd,(505) 462-7333,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_sanmateo_pcpintmed__088,Internist
UNM Adult Asthma Clinic,(505) 272-3840,http://unmmg.org/,Medical clinic
University New Mexico Pain Clinic,(505) 925-4431,https://unmhealth.org/services/pain-management/,Pain control clinic
Pima Medical Institute Community Dental Clinic,(505) 875-8555,https://pmi.edu/dental-clinic/,Medical school
ABQ Regenerative Medicine,(505) 259-1812,,Medical clinic
Dr. Favia's Diagnosis Education Clinic,,http://www.drfavia.com/,Medical clinic
Surgical Preparation Program,(505) 260-4330,,Medical clinic
Acupuncture and Herb Clinic,(505) 888-6208,http://abqacuherb.com/,Acupuncture clinic
ABQ Cosmetic Center,(505) 883-7525,,Medical clinic
Esperanza Mental Health,(505) 453-2225,http://www.esperanzamentalhealth.com/,Mental health clinic
Exosome Therapy Clinic,,https://albuquerque.exosomescells.com/,Medical clinic
ABQ Behavioral Services,(505) 884-7873,,Mental health clinic
New Mexico Behavioral Health resources,(505) 888-1362,,Medical clinic
Albuquerque Surgical Consultants,(505) 998-7874,,Medical clinic
Zentral Wellness,(505) 266-0881,http://www.zentralabq.com/,Acupuncture clinic
UNMH Cardiology Outpatient Clinic,(505) 272-2273,http://medicine.unm.edu/,Medical clinic
Albuquerque Midtown Public Health Office,(505) 841-4100,https://nmhealth.org/location/public/,Public health department
Marijuana Cards & Recreational Marijuana Dispensary,(505) 299-7873,http://www.medicalcannabisprogram.com/,Medical clinic
Carla Franco,(505) 881-4012,https://nmfamilyclinic.com/,Family practice physician
Exosome Therapy Clinic,,https://albuquerque.exosome-therapy.online/,Medical clinic
STD Aware Albuquerque,,,Medical clinic
Indian Health Service Telebehavioral Health Center of Excellence (TBHCE),(505) 248-4000,https://www.ihs.gov/telebehavioral/,Medical clinic
Zoneddy Dayao,(505) 272-0572,https://hsc.unm.edu/directory/dayao-zoneddy-cc.html,Medical clinic
"UNM Health System,Forensic Comprehensive Community Support Services",(505) 925-4353,,Medical clinic
Optum Gastroenterology & Endoscopy,(505) 262-7174,https://abqhp.com/Clinic/19,Gastroenterologist
"NM Spirit of Wellness ~ Medical Wellness & MedSpa. Clean, Green Medicine Of The Future Today",,http://nmspiritofwellness.com/,Holistic medicine practitioner
Student Health & Counseling (SHAC),(505) 277-3136,http://shac.unm.edu/,Medical clinic
"Dr Gresa Sylejmani, DO | Presbyterian Internal Medicine | Primary Care",(505) 462-7333,https://www.phs.org/doctors-services/services-centers/primary-care/internal-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpintmed_sylejmani_1710482294,Family practice physician
Salubrio Natural Healthcare,(505) 573-4325,http://www.salubrio.net/,Naturopathic practitioner
Alexandra Kazaras,(505) 248-2990,,Medical clinic
Health Science CTR,(505) 272-4661,http://hsc.unm.edu/,Medical clinic
William K Summers,(505) 878-0192,,Medical clinic
Cannabis Cards & Renewals Zia Health & Wellness,(505) 818-4376,http://nm420card.com/,Medical clinic
TheDoc@RGreenleaf,(505) 200-9562,http://www.rgreenleaf.com/thedoc,Medical clinic
UNM-HSC,(505) 272-1734,https://hsc.unm.edu/,Medical clinic
Sage Specialty Care,(505) 369-7200,http://www.sagespecialtycare.com/,Medical clinic
Keean Medical Group,(505) 938-3990,,Medical group
New Mexico Osteoporosis Center,(505) 888-0035,,Medical clinic
NM Independent Medical Evaluations,(505) 830-4463,http://www.nmime.com/,Medical clinic
Lovelace Medical Group,(505) 727-7800,https://lovelacemedicalgroup.com/,Medical group
"Envision Integrated Healthcare, LLC",(505) 821-4325,,Medical clinic
Bamboo Grove Chinese Medicine Clinic,(505) 489-9906,http://www.ycgf.org/YCGF_NMB/YCGF_NMB_Bamboo.html,Acupuncture clinic
Continuum Of Care Project,(505) 925-2350,http://coc.unm.edu/,Medical clinic
Albuquerque Treatment Services,(505) 262-1538,http://nmts.us/,Free clinic
UNM Young Children's Health Center (YCHC),(505) 272-9242,https://www.cabq.gov/family/services/health-social-services/east-central,Child health care centre
"Dr Salah Mahmoud, MD | Presbyterian Internal Medicine | Primary Care",(505) 462-7333,https://www.phs.org/doctors-services/services-centers/primary-care/internal-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpintmed_mahmoud_1265912828,Family practice physician
All Nations Wellness and Healing Center,(505) 717-2704,http://www.fnch.org/,Community health centre
"Dr. Stephen Sproul, MD",(505) 777-3002,https://www.oakstreethealth.com/doctors/dr-stephen-sproul-md?utm_source=listings&utm_vpf=rep,Medical clinic
"Sharon D. Graff, MA",(505) 265-1711,http://www.albuquerque.va.gov/,Medical clinic
New Mexico Integrated Services,(505) 880-8887,https://weence.com/medical/doctors/albuquerque/new-mexico-integrated-services/,Medical clinic
Lovelace Carlisle Family Practice,(505) 888-8500,http://www.abqhp.com/,Medical clinic
Duke City Occupational Medicine,(505) 228-2108,https://www.dukecityoccupationalhealthcare.com/,Medical clinic
Mayimrapha Comprehensive Healthcare LLC,(505) 881-5307,http://www.mayimrapha.com/,Medical clinic
First Health Inc,(505) 816-6885,http://1sthealthinc.com/,Medical clinic
Adler Medical Center,(505) 883-8099,http://www.adlerfamilypractice.com/,Medical clinic
Mountain View Family Medicine,(505) 884-0079,http://mountainviewnm.com/,Medical clinic
Cigna HealthCare,(888) 244-6264,http://www.cigna.com/,Medical clinic
Presbyterian Anticoagulation Services in Albuquerque on San Mateo,(505) 462-7333,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_sanmateo_anticoag,Specialized clinic
"Jenna L. Hansche, Physician",(505) 272-5885,,Medical clinic
General Internal Medicine,(505) 256-2727,,Medical clinic
Maita Zapata Angel S,(505) 262-2481,http://www.fnch.org/,Medical clinic
"Vincent Muller, Physician",(505) 265-1711,http://www.albuquerque.va.gov/,Medical clinic
"Rober D. Brugger, Physician",(505) 265-1711,http://www.albuquerque.va.gov/,Medical clinic
Dr. Bette Allen,(505) 503-8806,,Travel clinic
Yan Wang Chinese Natural Clinic,(505) 299-6299,,Acupuncture clinic
Precision Infusion,(505) 238-8238,http://www.precisionhc.com/,Medical clinic
RedRiver Health And Wellness Center,(505) 247-1000,http://www.redriverhealthandwellness.com/,Chiropractor
East Mountain Hearing and Balance,(505) 217-0912,,Medical clinic
"Dr Anthony Umpierre, MD | Adult & Geriatric Behavioral Health | Presbyterian in Albuquerque",(505) 291-5300,https://www.phs.org/doctors-services/services-centers/behavioral-health/behavioral-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_bhadult_umpierre_1467412262,Psychiatrist
MD Injury Relief Clinic,(505) 246-9190,,Pain management physician
"Dr Marita Campos-Melady, PhD | Adult & Geriatric Behavioral Health | Presbyterian in Albuquerque",(505) 291-5300,https://www.phs.org/doctors-services/services-centers/behavioral-health/behavioral-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_bhadult_campos-melady_1700286457,Psychologist
Modern Pain & Spine,(505) 800-7246,https://www.modernpainspine.com/?utm_source=gmb_auth,Medical clinic
Presbyterian Healthplex in Albuquerque on Forest Hills Dr,(505) 823-8399,https://www.phs.org/doctors-services/services-centers/supporting-services/Pages/healthplex.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_foresthills_healthplex,Rehabilitation center
Monarch Psychiatry,(505) 582-2180,http://www.monarchpsychiatrynm.com/,Mental health clinic
Presbyterian Pulmonary Rehabilitation in Albuquerque at Presbyterian Healthplex,(505) 823-8420,https://www.phs.org/doctors-services/services-centers/rehabilitation-services/pulmonary-rehab/Pages/healthplex.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_healthplex_rehab_pulmo__282,Pulmonologist
Dr. James Bloom,(505) 291-2402,https://weence.com/medical/doctors/albuquerque-new-mexico/dr-james-bloom/,Family practice physician
"Marissa Borrello, PsyD | Adult & Geriatric Behavioral Health | Presbyterian in Albuquerque",(505) 291-5300,https://www.phs.org/doctors-services/services-centers/behavioral-health/behavioral-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_bhadult_borrello_1023484755,Psychiatrist
Family Dental Health Care,(505) 872-4444,,Dental clinic
New Mexico Podiatric Medical Association,(505) 797-1001 ext. 116,http://www.newmexicopodiatry.org/Contact,Medical clinic
Presbyterian Occupational Therapy in Albuquerque at Presbyterian Healthplex,(505) 823-8350,https://www.phs.org/doctors-services/services-centers/rehabilitation-services/occupational-therapy/Pages/healthplex.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_healthplex_rehab_occtherapy__280,Occupational therapist
New Mexico Cancer Center,(505) 842-8171,https://nmcancercenter.org/appointments/,Medical Center
Presbyterian Pediatrics in Albuquerque on Pan American Fwy,(505) 823-8282,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_panam_pcppeds_200,Child health care centre
House of Sanjevani Integrative Medicine Health & Lifestyle Center,(505) 821-6300,http://www.sanjevani.net/,Holistic medicine practitioner
Presbyterian Fitness in Albuquerque at Presbyterian Healthplex,(505) 823-8300,https://www.phs.org/doctors-services/services-centers/rehabilitation-services/fitness/Pages/healthplex.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_healthplex_rehab_fitness__279,Fitness center
Allergy Partners of Albuquerque,(505) 856-2735,http://www.allergypartners.com/albuquerque,Medical clinic
Health Care Associates PA,(505) 294-5486,,Medical billing service
Holistic Medical Clinic- Angelique Hart Md,(505) 433-2267,http://www.holistichealing.care/,Doctor
"Dr Jeanette Ferguson, MD | Adolescent and Pediatric Behavioral Health | Presbyterian in Albuquerque",(505) 291-5300,https://www.phs.org/doctors-services/services-centers/childrens-health/Pages/pediatric-behavioral-health.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_bhchild_ferguson_1386083368,Child psychiatrist
Presbyterian Podiatry in Albuquerque at Kaseman Hospital,(505) 253-6100,https://www.phs.org/doctors-services/services-centers/specialties/podiatry/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_pkh_podiatry__154,Medical clinic
Albuquerque Homebirth,(505) 294-4359,,Midwife
Allergy & Asthma Center,(505) 255-1512,https://www.allergyatasthmacenter.com/,Medical clinic
"Dr Thai Nguyen, MD | Adult & Geriatric Behavioral Health | Presbyterian in Albuquerque",(505) 291-5300,https://www.phs.org/doctors-services/services-centers/behavioral-health/behavioral-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_bhadult_nguyen_1821416512,Psychiatrist
"MedCan Consultants of New Mexico, LLC",(505) 503-8707,,Medical clinic
Presbyterian Anticoagulation Services in Albuquerque on Wyoming,(505) 462-6600,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_wyoming_anticoag,Specialized clinic
Mariposa Family Medicine,(505) 859-4191,http://www.mariposafamilymedicine.com/,Nurse practitioner
Presbyterian Anticoagulation Services in Albuquerque on Montgomery,(505) 462-6400,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_montgomery_anticoag,Specialized clinic
"Maureen Kolomeir, CNP-BC",(505) 856-6898,,Mental health service
"Holly Stafford, FNP-C",(505) 727-0600,https://lovelace.com/doctors/holly-stafford-fnp-c,Urgent care center
Presbyterian Internal Medicine in Albuquerque on Montgomery Blvd,(505) 462-6400,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_montgomery_pcpintmed__090,Internist
"Madison Medical, a Breg Company",(505) 881-2300,http://www.breg.com/,Medical clinic
BreatheAmerica New Mexico,(505) 883-2574,https://www.breatheamerica.com/,Medical clinic
Presbyterian Physical Therapy in Albuquerque at Presbyterian Healthplex,(505) 823-8350,https://www.phs.org/doctors-services/services-centers/rehabilitation-services/physical-therapy/Pages/healthplex.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_healthplex_rehab_phystherapy__281,Physical therapy clinic
Kerlinsky Alicia D,(505) 884-0112,,Acupuncture clinic
Duke City Primary Care,(505) 814-1333,https://www.dukecityprimarycare.com/,Doctor
Coumadin Clinic,+1 2623851,,Doctor
GPS Mental Health,(505) 551-1994,http://www.gpsmentalhealth.com/,Psychiatrist
Doctor On Call Spine and Soft Tissue Injury Rehabilitation Clinic,,,Medical clinic
Optum Primary Care,(505) 237-8700,https://nm.optum.com/Clinic/30,Family practice physician
"Dr Paula Mata-Molina, MD| Adolescent & Pediatric Behavioral Health | Presbyterian in Albuquerque",(505) 291-5300,https://www.phs.org/doctors-services/services-centers/childrens-health/Pages/pediatric-behavioral-health.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_bhchild_matamolina_1407980428,Psychiatrist
East Central Health and Social Service Center,(505) 767-5700,https://www.cabq.gov/family/facilities-centers/health-social-services-centers/east-central,Community health centre
Integrated Family Wellness Center,(505) 293-1658,,Wellness program
Presbyterian Family Medicine in Albuquerque on Wyoming Blvd,(505) 462-6600,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_wyoming_pcpfammed__056,Family practice physician
Presbyterian Endocrinology in Albuquerque at Kaseman Hospital,(505) 559-6400,https://www.phs.org/doctors-services/services-centers/specialties/endocrinology/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_pkh_endocrine__042,Medical clinic
"Dr Fouad Reda, MD | Sleep Medicine | Presbyterian Sleep Medicine",(505) 291-2700,https://www.phs.org/doctors-services/services-centers/sleep-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_sleep_reda_1487775433,Sleep clinic
LabEx Testing Center,(505) 230-5433,,STD clinic
NuMale,(505) 715-4547,https://www.numalemedical.com/our-locations/albuquerque-nm-numale-medical-clinic/,Medical Center
Vibrancy VIP Medclinic - Dr. Kristina Hammer,(505) 309-3496,https://vibrancymedclinic.com/,Skin care clinic
New Mexico Urgent Care - Juan Tabo,(505) 508-4068,https://newmexicourgentcare.com/,Urgent care center
"Liz Kirk, FNP-C",(505) 727-0600,https://lovelace.com/doctors/liz-kirk-fnp-c,Urgent care center
Optum Primary Care,(505) 237-8800,https://nm.optum.com/Clinic/24,Family practice physician
Presbyterian Disease Management Therapy in Albuquerque at Presbyterian Healthplex,(505) 823-8300,https://www.phs.org/doctors-services/services-centers/supporting-services/rehabilitation-services/disease-management/Pages/healthplex.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_healthplex_rehab_diseasemgmt__278,Medical clinic
GoPrivateMD,(505) 235-2350,http://goprivatemd.com/,Medical clinic
Presbyterian Community Health Resource Center on Wyoming Blvd NE,(505) 559-6852,https://www.phs.org/community/committed-to-community-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_wyoming1301_communityhealth,Medical clinic
Presbyterian Family Medicine in Albuquerque on Montgomery Blvd,(505) 462-6400,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_montgomery_pcpfammed__052,Family practice physician
Albuquerque_Northeast Heights Public Health,(505) 332-4850,https://www.nmhealth.org/location/public/#Bernalillo,Public health department
Adult Health Care,(505) 244-0640,,Medical clinic
Optum Primary Care,(505) 262-9200,https://abqhp.com/Clinic/25,Medical clinic
High Desert Pediatrics,(505) 255-1866,http://www.highdesertpediatrics.com/,Child health care centre
"Lynn Padilla, FNP-C",(505) 727-0600,https://lovelace.com/doctors/lynn-padilla-fnp-c,Urgent care center
Northview Family Physicians,(505) 554-2409,http://www.northviewfamilyphysicians.com/,Medical clinic
David Johnson,(505) 262-2481,,Medical clinic
"Health Services, LLC",(505) 200-0667,,Mental health clinic
Presbyterian Internal Medicine in Albuquerque at Kaseman Hospital,(505) 291-2200,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_pkh_pcpintmed__087,Medical clinic
"Leyna R. Inberg, NP",(505) 208-6984,,Nurse practitioner
Adler Family Practice,(505) 883-8099,http://www.adlerfamilypractice.com/,Medical clinic
Optum Primary Care,(505) 275-4288,https://nm.optum.com/Clinic/26,Medical clinic
Thrive Family Wellness Center LLC,(505) 463-1140,,Wellness center
Alamo Womens Clinic of Albuquerque,(800) 821-7237,http://alamowomensclinic.com/,Abortion clinic
Rainbow Chinese Medicine,(505) 293-6888,http://www.drhongluacupuncture.com/,Acupuncture clinic
Academy Orthopaedic Clinic,(505) 821-6663,http://www.academyortho.com/,Medical clinic
Foot Care,(505) 881-9764,,Medical clinic
Enhanced Wellness of New Mexico,(505) 323-8100,https://www.enhancedwellnessnm.com/,Wellness program
ABQ Podiatry,(505) 299-4487,http://www.abqpodiatry.com/,Medical clinic
Natural Balance Pain and Wellness Center,(505) 219-3150,,Chiropractor
"Las Palmas Del Sol Bariatric Clinic Albuquerque, NM",(855) 734-2468,https://loseweightelpaso.com/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,Bariatric surgeon
"Sirpa Autio, MD - Bright Heart Health",(505) 501-7113,,Doctor
Desert Mountain Wellness Center,(505) 323-8100,,Acupuncture clinic
Coram CVS/specialty Infusion Services,(505) 798-3500,https://www.coramhc.com/?WT.mc_id=LS_GOOGLE_48126,Medical clinic
New Mexico Back Institute,(505) 899-6624,,Pain control clinic
Full Circle Wellness Center,(505) 306-4403,https://www.fullcircleabq.com/,Sleep clinic
Albuquerque Vein & Laser Institute,(505) 551-3171,https://www.albuquerquevein.com/?utm_source=GMB&utm_medium=organic&utm_campaign=GMB%20Homepage,Medical clinic
Dr. David Durham,(505) 858-1222,,Pharmacy
Optum Ophthalmology,(505) 262-3937,http://www.davitamedicalgroup.com/nm,Ophthalmology clinic
Presbyterian Cardiology in Albuquerque on Carmel,(505) 563-2500,https://www.phs.org/doctors-services/services-centers/heart-health/cardiology/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_carmel_cardiology__230,Cardiologist
Physician Surgery Center of Albuquerque,(505) 639-4640,https://pscabq.com/,Surgical center
Dr. Glenn Wilcox - Wise Medicine,(505) 771-4998,https://www.drglennwilcox.com/,Acupuncture clinic
Radius Anesthesia of New Mexico,(505) 910-4300,https://radiusnm.com/,Medical clinic
Pediatric Health Services,(505) 294-5065,https://m.phspc.net/,Child health care centre
BreatheASAP Center & Precision Healthcare Services,(505) 883-2574,https://www.breatheamerica.com/locations/newmexico/,Medical clinic
Dr. Nicholas Lam,(505) 821-9630,http://www.alluraderm.com/about-us/dr-lam,Medical spa
"Dr. Cheri Blacksten, MD",(505) 554-2409,http://northviewfamilyphysicians.com/,Family practice physician
Optum Orthopedics,(505) 342-8400,https://nm.optum.com/Clinic/38,Orthopedic surgeon
"Mountain Path Acupuncture and Chinese Medicine, LLC",(505) 503-6369,http://www.mountainpathacupuncture.com/,Medical clinic
Journal Center-Optum-Drive Thru Testing,(505) 232-1010,,Medical clinic
"Dr Katrina Grant, MD | Presbyterian Family Medicine | Primary Care",(505) 462-6600,https://www.phs.org/doctors-services/services-centers/primary-care/family-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpfammed_grant_1912142829,Family practice physician
El Pueblo Health Services,(505) 715-5751,https://elpueblohealth.org/,Medical clinic
Rosa Galvez,(505) 727-4000,https://lovelacemedicalgroup.com/doctors/rosa-galvez-md-mba,Medical clinic
Southwest Cares,(505) 982-3113,,Mental health clinic
Total Balance Healthcare,(505) 273-9453,https://www.tbh-llc.com/,Medical clinic
121 Medical Inc,(505) 934-1928,,Medical clinic
NextCare Urgent Care,(505) 800-7050,https://nextcare.com/locations/nm/paseo-del-norte/?utm_source=GoogleMaps&utm_medium=Local&utm_campaign=paseo_del_norte,Urgent care center
Planned Parenthood - Northeast Heights,(505) 294-1577,https://www.plannedparenthood.org/health-center/new-mexico/albuquerque/87112/northeast-heights-2803-90210?utm_campaign=northeast-heights-health-center&utm_medium=organic&utm_source=local-listing,Medical Center
New Mexico Center for Integrative Medicine,(505) 600-1181,,Medical clinic
JRV Medical Group,(505) 884-3344,https://jrvmesandveincenter.com/,Medical clinic
Southwest Center For Integrative Medicine,(505) 298-4325,,Medical clinic
"Dr. James M. Wilterding, MD",(505) 272-5885,,Family practice physician
SJM Premier Medical Group USA,(505) 974-4076,http://www.pmgusanewmexico.com/,Medical clinic
Hypnosis with Victor,(505) 804-6552,,Free clinic
Jasen Christensen,(505) 272-5885,,Psychiatrist
Tramway Center-Optum-Drive Thru Testing,(505) 232-1010,,Medical clinic
Amanda J Williams Skin Services,(505) 977-2567,,Skin care clinic
Pamela W Harris Inc,(505) 830-0961,,Mental health service
Brian Isakson,(505) 272-5885,https://vivo.health.unm.edu/display/n11878,Psychologist
Natural To the Skin,(505) 908-9530,,Skin care clinic
Functional Medicine Center of Albuquerque,(505) 888-6138,http://www.docredd.com/,Holistic medicine practitioner
Rohini Krishna,(505) 237-8700,,Medical clinic
Al-Raie Mohammad I,(505) 268-5885,,Medical clinic
Mccloud Medical Center,,,Medical clinic
Jerica Johnson,(505) 272-5885,,Medical clinic
"Dr Hasan Khan, DO | Presbyterian Family Medicine | Primary Care",(505) 462-6400,https://www.phs.org/doctors-services/services-centers/primary-care/family-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpfammed_khan_1215270152,Family practice physician
Lovelace Healthcare Center: Lawson Lydia MD,(505) 237-8800,,Doctor
Sandia Health Institute,(505) 881-1585,,Medical clinic
Reade Medical Solutions,(505) 369-1294,,Medical clinic
Turquoise Trail Primary Care,(505) 702-1117,,Medical clinic
Montgomery Healthcare Center,(505) 275-4288,http://www.abqhp.com/,Medical clinic
Compassus Home Health,(505) 391-5815,https://compassus.com/home-health-albuquerque/?utm_source=google?utm_medium=gbp,Home health care service
Ladera Center,(505) 836-0023,http://www.genesishcc.com/Ladera,Nursing home
"Althea Health Resources, LLC",(505) 404-8094,,Medical clinic
Nevaeh Hospice,(505) 293-5858,http://nevaehhospice.com/,Hospice
Life Integrative Medicine and General Practice,(505) 600-1181,,Medical clinic
Klarus Home Care,(505) 717-1624,http://www.klarushomecare.com/,Home health care service
Seniorcare Llc,(505) 898-9320,,Assisted living facility
InnovAge New Mexico PACE - Albuquerque,(505) 916-1932,https://www.innovage.com/locations/nm-albuquerque?utm_source=google%20my%20business&utm_medium=organic&utm_campaign=abqnm,Adult day care center
Jade Acupuncture,(505) 977-8749,,Acupuncture clinic
Care Givers of Alb,(505) 881-3764,,Assisted living facility
Sandia Psychiatry,(505) 298-1010,https://www.sandiapsychiatry.com/,Mental health clinic
New Mexico Migraine Clinic,(505) 926-1767,,Medical clinic
NM Pelvic Health Physical Therapy,(505) 369-6656,http://www.nmpelvichealthpt.com/,Physical therapy clinic
FIT Medical Weight Loss - Albuquerque,(505) 888-9575,https://www.fitmedicalweightloss.com/locations/albuquerquenewmexico.aspx,Weight loss service
Insights Counseling,(505) 379-3845,,Mental health service
Janice K Griffin PhD LLC,(505) 554-1882,,Psychologist
